ProtA	ProtB	ELMA	ELMB	Degree	Score	Fusion	Phylogenetic_profiling	Homology	Co-expression	Experiment	Database	Textmining	Neighborhood	STRING_Degree	Sim_CC	Sim_BP	Sim_MF	ClassLabel
P42771	Q00534	22	19	172	0.996	0	0	0	0.054	0.655	0.9	0.913	0	10	0.350880134532	0.176552540083	0.180282726243	nob
P11802	P24385	22	19	325	0.999	0	0	0	0.058	0.976	0.9	0.984	0	10	0.934037199195	0.656149447233	1.0	ob
P24394	P35568	16	23	113	0.972	0	0	0	0	0.61	0.9	0.343	0	10	0	-0.0	0.0151446123989	nob
P10591	P38825	18	19	757	0.545	0	0	0	0.065	0.48	0	0.138	0	10	0	0.312833462169	0	nob
O60341	Q16695	10	26	717	0.418	0	0	0	0	0.36	0	0.128	0	10	0.328698515619	0.459103544489	0.0151446123989	nob
P55072	Q9Y263	15	25	684	0.951	0	0	0	0.099	0.891	0	0.548	0	10	0	0.196117765027	0.0151446123989	nob
P18887	Q96T60	18	17	189	0.989	0	0	0	0.098	0.563	0.9	0.774	0	10	0	0.260193977086	0.0151446123989	nob
O43157	P63000	14	15	276	0.968	0	0	0	0.043	0.667	0.9	0.112	0	10	0.513608363664	0.194840744558	0.0151446123989	ob
P11940	Q99700	29	20	347	0.955	0	0	0	0.107	0.798	0	0.773	0	10	0	0.642370328027	0.491428511797	nob
P04050	Q04307	24	19	268	0.92	0	0	0	0.055	0.85	0	0.48	0	10	0	0.482445179438	0.569812464863	nob
P05067	P14735	6	20	2201	0.719	0	0	0	0.044	0.36	0	0.577	0	10	0.481859482321	0.384088405278	1.0	nob
O43683	Q8NG31	14	25	149	0.998	0	0	0	0.549	0.953	0.9	0.546	0	10	0.874224684661	0.681034986608	0.0151446123989	nob
P0A6F5	P0A6F9	11	19	149	0.999	0	0.65	0	0.98	0.997	0.9	0.798	0.8	14	1.0	1.0	0.380429111985	ob
P22216	P32447	15	16	213	0.995	0	0	0	0.131	0.973	0	0.828	0	10	0	0.275937008718	0.0640990230188	nob
P56817	Q9UJY5	17	14	107	0.956	0	0	0	0	0.36	0.9	0.372	0	10	0	0.140336661817	0.242362391951	nob
P37231	Q15596	29	26	241	0.986	0	0	0	0.053	0.709	0.9	0.573	0	10	0	0.0818470781615	0.666335686461	nob
P0A6F3	P69783	13	11	5	0.88	0	0	0	0	0.864	0	0.152	0	14	0.436782352178	0.119778854997	0.408156431779	nob
P67775	Q9UIC8	15	21	286	0.874	0	0	0	0.054	0.184	0	0.849	0	10	0	0	0.0151446123989	ob
P01892	Q86UW6	26	25	24	0	0	0	0	0	0	0	0	0	6	0	0	0.180282726243	nob
O15392	Q53HL2	13	15	132	0.999	0	0	0	0.886	0.678	0.9	0.83	0	10	0	0.886634076156	0.0151446123989	ob
P01100	P05412	24	23	483	0.999	0	0	0	0.522	0.952	0.9	0.99	0	10	0.68996717813	0.856948131211	1.0	ob
P01903	Q16655	19	13	49	0	0	0	0	0	0	0	0	0	10	0	0.212151665442	0.0151446123989	nob
O95166	P27797	23	13	270	0.468	0	0	0	0.053	0.407	0	0.128	0	10	0.173370983061	0.140336661817	1.0	nob
Q14596	Q9H0R8	22	20	215	0.738	0	0	0	0.1	0.446	0	0.517	0	10	0	0.0659936609415	0.0151446123989	nob
P53112	P80667	21	23	220	0.999	0	0	0	0	0.819	0.9	0.974	0	10	0.869107578063	0.696144284407	0.559497145689	nob
P30481	Q9Y5X3	30	14	58	0	0	0	0	0	0	0	0	0	9	0	0	0.0151446123989	nob
P04637	Q09472	23	25	1665	0.994	0	0	0	0.053	0.67	0.9	0.839	0	10	0.777187959897	0.139730863604	0.676974486657	nob
P23471	Q12860	18	22	39	0.882	0	0	0	0.061	0.858	0	0.186	0	10	0	0	0	ob
P16861	P16862	25	35	176	0.999	0	0.030039	0	0.588	0.992	0.9	0.011856	0	10	1.0	1.0	0.0640990230188	ob
P54274	Q9BSI4	14	19	596	0.998	0	0	0	0.111	0.774	0.9	0.952	0	10	0.282061965227	0.87790081808	0.638060825053	nob
P06780	P33332	28	37	108	0.988	0	0	0	0	0.914	0.274	0.827	0	10	0.142679371723	0.562650534339	0.0640990230188	ob
P0CX23	Q02753	23	19	32	0.997	0	0	0	0.912	0.868	0.8	0.295	0.145	11	0	0.612717700806	0	ob
P01892	P40967	26	14	60	0	0	0	0	0	0	0	0	0	9	0.163737920975	0.427390223707	0.0151446123989	nob
P04386	P04387	19	25	122	0.995	0	0	0	0	0.885	0	0.964	0	10	0.290362183336	0.117508290539	0.48525410079	nob
P47068	Q12446	14	20	329	0.891	0	0	0	0.103	0.654	0	0.678	0	10	0.744046591003	0.59209719569	0.496522900626	nob
P47822	Q08278	20	22	126	0.999	0	0	0	0.082	0.997	0.9	0.96	0	10	0	0.696144284407	0.0640990230188	ob
P25298	P25299	23	9	97	0.999	0	0	0	0.122	0.997	0.952	0.977	0	10	1.0	0.696144284407	1.0	nob
P39076	P39079	14	19	180	0.999	0	0	0	0.98	0.997	0.9	0.186354	0	10	0.494140562128	0.775036565185	1.0	ob
P39076	P39077	14	14	171	0.999	0	0	0	0.979	0.993	0.9	0.2043	0	10	0.494140562128	0.775036565185	1.0	ob
P02745	P02746	15	16	50	0.998	0	0	0	0.917	0.866	0.9	0.101844	0	10	0	0.196117765027	0.0151446123989	ob
P01892	P27797	26	13	153	0	0	0	0	0	0	0	0	0	9	0.268601549762	0.427390223707	0.37511728094	nob
P24588	Q08209	23	21	113	0.784	0	0	0	0	0.4	0	0.655	0	10	0	0	0.242362391951	nob
P04637	Q13625	23	15	1264	0.996	0	0	0	0.053	0.876	0.9	0.765	0	10	0.726766846193	0.0818470781615	0.750180418479	nob
P26368	Q15637	32	20	652	0.999	0	0	0	0.126	0.949	0.9	0.929	0	10	0	0.518779202955	0.241163816843	nob
P10507	P11914	32	15	29	0.999	0	0.141225	0	0.345	0.997	0.9	0.233761	0	10	0	1.0	1.0	ob
P21242	P21243	18	20	165	0.999	0	0.054656	0	0.984	0.999	0.958	0.088256	0	12	1.0	0.834681815052	0.0640990230188	ob
Q9BRX5	Q9Y248	13	13	61	0.999	0	0	0	0.674	0.988	0.9	0.953	0	10	0	0	0	ob
P63208	Q9UKT5	12	21	287	0.983	0	0	0	0	0.703	0.9	0.49	0	10	0.68996717813	0.659902228467	0.450928201055	ob
Q03630	Q03784	18	26	27	0.999	0	0	0	0.088	0.996	0.9	0.935	0	10	0	1.0	1.0	ob
P22524	P60293	16	27	5	0.998	0	0.782	0	0.107	0.948	0	0.096	0.88	14	0	0	0.102886619617	ob
P18545	P51160	20	21	6	0.876	0	0	0	0.071	0.756	0	0.497	0	10	0	0	0	nob
P45983	Q12968	24	15	214	0.988	0	0	0	0	0.864	0.8	0.616	0	10	0.074151828431	0.0818470781615	0.0151446123989	nob
P03989	P47871	31	17	4	0	0	0	0	0	0	0	0	0	9	-0.0	0.208234049197	-0.0	nob
Q03497	Q12163	13	16	210	0.973	0	0	0	0	0.959	0	0.38	0	10	0.677011427882	0.0595338560881	0.0640990230188	nob
P02462	P08572	9	12	66	0.998	0	0	0	0.842	0.88	0.9	0.196992	0	10	0	0.430653424026	0.0151446123989	ob
P47142	Q06696	25	16	33	0.999	0	0	0	0.118	0.998	0.9	0.931	0	10	0.666607463668	0.94649366447	0.0640990230188	ob
P00734	P25116	19	20	44	0.996	0	0	0	0	0.876	0.9	0.745	0	10	0.748449369322	0.384088405278	0.37422177589	nob
P20248	P24941	12	17	834	0.999	0.01	0	0	0.531	0.99	0.9	0.893	0	10	0.706350167761	0.928474065605	0.985366447201	nob
P01892	P19544	26	12	58	0	0	0	0	0	0	0	0	0	9	0.302891887137	0.0789564956921	0.180282726243	nob
O00482	Q15466	16	17	89	0.932	0	0	0	0.049	0.902	0	0.29815	0	10	0.174464937092	0.0759928894186	0.0151446123989	nob
O13297	Q01159	15	18	46	0.999	0	0	0	0	0.972	0.9	0.971	0	10	0	1.0	0.0640990230188	ob
O75563	Q9Y2R2	25	24	71	0.626	0	0	0	0	0.36	0	0.439	0	10	0	0.195523913468	0.0151446123989	nob
P16104	P17693	11	28	306	0	0	0	0	0	0	0	0	0	10	0.146607994144	-0.0	0.0151446123989	nob
P12004	Q5TBB1	15	11	369	0.975	0	0	0	0.196	0.945	0	0.489	0	10	0.138360697503	0.230032500835	0	nob
P38701	P41058	9	12	73	0.999	0	0	0	0.995	0.924	0.517	0.295	0.321	10	0	0.736072782622	0	nob
P12956	P13010	24	16	566	0.999	0	0	0	0.219	0.997	0.9	0.982	0	10	0.715513907237	0.886634076156	0.778715766394	ob
P00579	P0A8T7	17	27	27	0.998	0	0.676	0	0.062	0.99	0	0.622	0.062	14	0	0.119778854997	0.102886619617	ob
P01584	P14778	14	23	40	0.998	0	0	0	0	0.869	0.9	0.882	0	10	0.499761028372	-0.0	0.301505855981	nob
Q7L576	Q9Y2A7	9	13	127	0.999	0	0	0	0.549	0.967	0.9	0.811	0	10	0	0.384617586493	0.37511728094	ob
P08575	P20963	20	20	66	0.968	0	0	0	0.253	0.378	0.9	0.4	0	10	0	0.31564300146	0.363218091357	nob
P0CX29	P0CX33	19	33	0	0.998	0	0.005797	0	0.981	0.852	0.8	0.411	0	11	0	0.260366999719	0	ob
Q16665	Q9NWT6	17	23	268	0.996	0	0	0	0	0.866	0.9	0.773	0	10	0.863383423096	0.139730863604	0.736922305043	nob
Q9NSD9	Q9Y285	25	14	95	0.999	0	0	0	0.881	0.997	0.941	0.933	0.309	10	0.874224684661	0.928474065605	0.883090929244	ob
P47142	Q12483	25	15	38	0.999	0	0	0	0.192	0.998	0.9	0.924	0	10	0.666607463668	0.94649366447	0.0640990230188	ob
P61964	Q9UPS6	29	11	214	0.998	0	0	0	0.072	0.928	0.9	0.844	0	10	0.715513907237	0.752560921003	0.744827441852	nob
Q16531	Q8N5D0	22	24	316	0.492	0	0	0	0.067	0.379	0	0.193	0	10	0	0	0.0151446123989	nob
P13747	P17693	23	28	68	0.903	0	0	0	0.055	0	0.9	0.016948	0	10	0.535137641063	0.140336661817	0.301505855981	nob
Q07817	Q16611	23	17	177	0.994	0	0	0	0	0.928	0.9	0.286974	0	10	0.818503754541	0.250279501513	0.750180418479	nob
P60484	Q6P0Q8	20	19	288	0.823	0	0	0	0.054	0.666	0	0.483	0	10	0	0	0.242362391951	nob
O60341	Q9UKL0	10	26	576	0.995	0	0	0	0.094	0.453	0.9	0.911	0	10	0.391151704623	0.649030065177	0.180282726243	ob
P00452	P69924	16	18	3	0.999	0	0.778	0	0.986	0.986	0.976	0.931	0.643	14	0.743337917805	1.0	0.909915285281	nob
O75792	Q8TDP1	15	21	53	0.999	0	0	0	0.27	0.955	0.9	0.945	0	10	0.547639390337	0.886634076156	0	ob
Q9GZY6	Q9ULZ2	16	27	19	0	0	0	0	0	0	0	0	0	10	0.748449369322	0.0277533610285	0.0151446123989	nob
P38398	Q13085	13	17	648	0.402	0	0	0	0	0.36	0	0.104	0	10	0	0.176552540083	0.0151446123989	nob
Q06330	Q92585	23	25	164	0.991	0	0	0	0.053	0.641	0.9	0.789	0	10	0.631484986937	0.886634076156	0.0151446123989	nob
P0C2H6	P87262	12	20	107	0.998	0	0	0	0.989	0.65	0	0.59	0.321	10	0	0.260366999719	0	ob
P05108	P10109	18	21	15	0.999	0	0	0	0.178	0.866	0.9	0.909	0.309	10	0.675637797386	0	0.00868784136971	nob
O14777	Q9BZD4	31	18	203	0.999	0	0	0	0.886	0.997	0.9	0.964	0	10	0	0.856948131211	0.0151446123989	ob
P61024	Q13309	15	15	298	0.801	0	0	0	0.092	0.8	0.8	0.006513	0	11	0	0	0.0151446123989	nob
P05107	P20702	15	21	48	0.995	0	0	0	0.406	0.869	0.9	0.54	0	10	0	0.384088405278	0.0151446123989	ob
P25604	Q02767	24	19	79	0.999	0	0	0	0.083	0.997	0.9	0.931	0	10	0.666607463668	0.908530315252	0.0640990230188	nob
P15289	Q8NBK3	18	15	49	0.984	0	0.412	0	0	0.182	0.9	0.605	0.309	10	0	0	0	nob
P01160	P17342	23	10	52	0.852	0	0	0	0	0.396	0	0.765	0	10	0	0.230032500835	0.0151446123989	nob
O14964	Q99816	19	29	671	0.998	0	0	0	0.055	0.903	0.9	0.888	0	10	0.0157964442949	0.490811087873	0.0151446123989	nob
O00255	P17535	16	24	127	0.821	0	0	0	0	0.407	0	0.71	0	10	0.243324516011	0.247753286124	0.353490702462	nob
P05744	Q02326	26	18	117	0.999	0	0	0	0.999	0.951	0	0.545	0	10	0.561727664222	0.612717700806	1.0	ob
P10321	P13747	25	23	135	0.962	0	0	0	0.055	0.625	0.9	0.018906	0	10	0	0.384088405278	0.0151446123989	nob
P15692	P17948	13	20	71	0.999	0	0	0	0	0.876	0.9	0.966	0	10	0.886055795545	0.0217675808692	0.37422177589	ob
P04637	P20248	23	12	1222	0.966	0	0	0	0.133	0.328	0.9	0.49	0	10	0.350880134532	0.509563958866	0.367038535268	nob
P04050	P08518	24	19	385	0.999	0	0	0	0.98	0.999	0.924	0.951	0.321	10	0	0.838700091744	1.0	ob
P15303	P38968	23	24	185	0.999	0	0	0	0.868	0.971	0.9	0.951	0	10	0.817437959718	0.817060630505	0.0640990230188	nob
O75015	P01857	20	22	26	0	0	0	0	0	0	0	0	0	9	0	0.196117765027	0	ob
O95405	Q15796	20	24	489	0.987	0	0	0	0.055	0.349	0.9	0.813	0	10	0.850496937363	0.0789564956921	0.367038535268	nob
P24941	P61024	17	15	814	0.801	0	0	0	0.276	0.8	0	0.006513	0	11	0	0	0.0151446123989	nob
Q13564	Q8TBC4	20	18	81	0.999	0	0	0	0.515	0.994	0	0.952	0	10	0	0	1.0	ob
Q92673	Q9UJY5	22	14	143	0.966	0	0	0	0.06	0.901	0	0.668	0	10	0	0.130298950951	1.0	nob
P04439	P60201	28	12	47	0	0	0	0	0	0	0	0	0	10	0	0.130298950951	0.0151446123989	nob
P01892	Q16655	26	13	15	0	0	0	0	0	0	0	0	0	9	0	0.51229144458	0.0151446123989	nob
P01892	Q8WVV4	26	15	64	0	0	0	0	0	0	0	0	0	9	0	0	0	nob
P61006	Q01968	32	6	159	0.968	0	0	0	0.054	0.936	0	0.516	0	10	-0.0	0.656149447233	0.273205982182	ob
Q01094	Q14186	14	13	188	0.999	0	0	0	0.364	0.983	0.9	0.626	0	10	0	0.129736483021	0.376626742024	ob
P0A9A6	P77173	13	21	33	0.972	0	0	0	0	0.893	0	0.748	0.043	14	0	1.0	0.102886619617	nob
P28908	Q12933	9	28	699	0.511	0	0	0	0	0.36	0	0.267	0	10	0.285801501591	0.0277533610285	0	nob
P07276	P32776	13	25	87	0.998	0	0	0	0.101	0.919	0.9	0.755	0	10	0.1530241599	0.881867302852	0.0640990230188	nob
Q15543	Q15544	22	16	61	0.999	0	0	0	0.12	0.969	0.9	0.955	0	10	0	0.649030065177	0.0151446123989	nob
O15047	P61964	24	29	233	0.998	0	0	0	0.072	0.796	0.9	0.915	0	10	0.328698515619	0.752560921003	0.744827441852	nob
P49792	P62826	29	15	337	0.999	0	0	0	0.475	0.99	0.9	0.714	0	10	-0.0	0.230032500835	0.0151446123989	nob
P25451	P30656	16	16	109	0.999	0	0	0	0.901	0.997	0.952	0.25179	0	10	1.0	0.834681815052	0.0640990230188	ob
P12004	P39748	15	14	406	0.999	0	0	0	0.907	0.997	0.9	0.923	0	10	0.368791659897	0.535664141333	0.273205982182	nob
